Gender,Age,Ethnicity,Location,Income,,,,,,,,,
1,4,0,0,0,,,,,,,,,
1,0,0,0,0,,,,,,,,,
0,60,1,1,25000,,,,,,,,,
1,21,1,1,20000,,,,,,,,,
1,24,1,1,25000,,,,,,,,,
0,65,0,1,10000,,,,,,,,,
1,60,0,1,45000,,,,,,,,,
0,30,0,1,105000,,,,,,,,,
1,30,0,1,8000,,,,,,,,,
1,1,0,1,0,,,,,,,,,
1,67,0,0,0,,,,,,,,,
0,71,0,0,0,,,,,,,,,
1,55,0,1,30000,,,,,,,,,
1,18,0,1,0,,,,,,,,,
0,65,0,0,76000,,,,,,,,,
1,64,0,0,0,,,,,,,,,
1,60,0,1,48000,,,,,,,,,
0,61,0,1,5000,,,,,,,,,
0,59,0,0,47000,,,,,,,,,
1,59,0,0,42000,,,,,,,,,
1,80,0,0,0,,,,,,,,,
1,55,0,0,0,,,,,,,,,
0,80,0,1,0,,,,,,,,,
1,80,0,1,0,,,,,,,,,
1,66,0,1,3100,,,,,,,,,
1,57,0,0,37500,,,,,,,,,
1,53,0,0,0,,,,,,,,,
1,49,0,0,0,,,,,,,,,
0,38,0,1,70000,,,,,,,,,
0,69,0,1,3500,,,,,,,,,
1,66,0,1,82502,,,,,,,,,
0,45,0,1,36000,,,,,,,,,
1,51,0,1,0,,,,,,,,,
0,50,0,1,120000,,,,,,,,,
0,18,0,1,15000,,,,,,,,,
0,55,0,1,15000,,,,,,,,,
1,19,0,1,4000,,,,,,,,,
1,22,0,1,27000,,,,,,,,,
1,57,0,1,30000,,,,,,,,,
0,80,0,1,70000,,,,,,,,,
1,80,0,1,0,,,,,,,,,
1,10,0,1,0,,,,,,,,,
1,11,0,1,0,,,,,,,,,
1,12,0,1,0,,,,,,,,,
0,52,0,0,60000,,,,,,,,,
1,53,0,0,63000,,,,,,,,,
0,52,0,1,29000,,,,,,,,,
1,54,0,1,50000,,,,,,,,,
1,17,0,1,0,,,,,,,,,
0,12,0,1,0,,,,,,,,,
0,61,0,1,0,,,,,,,,,
1,80,0,1,0,,,,,,,,,
1,58,0,1,7000,,,,,,,,,
0,61,0,1,58000,,,,,,,,,
0,60,0,1,60000,,,,,,,,,
0,58,0,1,71519,,,,,,,,,
1,58,0,1,0,,,,,,,,,
1,23,0,1,6506,,,,,,,,,
0,18,0,1,0,,,,,,,,,
0,79,0,1,0,,,,,,,,,
0,50,0,1,0,,,,,,,,,
0,21,4,0,18720,,,,,,,,,
0,41,0,1,97000,,,,,,,,,
1,37,3,1,20000,,,,,,,,,
1,4,3,1,0,,,,,,,,,
1,47,0,1,65000,,,,,,,,,
0,50,0,1,400000,,,,,,,,,
1,6,0,1,0,,,,,,,,,
1,73,2,0,0,,,,,,,,,
0,76,2,0,0,,,,,,,,,
1,80,0,1,0,,,,,,,,,
0,53,3,0,34000,,,,,,,,,
1,44,3,0,38000,,,,,,,,,
1,20,3,0,7000,,,,,,,,,
0,18,3,0,5000,,,,,,,,,
1,16,3,0,0,,,,,,,,,
0,28,0,0,62000,,,,,,,,,
1,30,0,0,34000,,,,,,,,,
0,50,0,1,60000,,,,,,,,,
1,67,0,1,0,,,,,,,,,
0,69,0,0,0,,,,,,,,,
1,68,0,0,40000,,,,,,,,,
1,62,0,1,55000,,,,,,,,,
0,76,0,1,0,,,,,,,,,
1,76,0,1,0,,,,,,,,,
0,46,0,1,77000,,,,,,,,,
1,45,0,1,80000,,,,,,,,,
0,15,0,1,0,,,,,,,,,
0,11,0,1,0,,,,,,,,,
1,52,0,1,0,,,,,,,,,
0,56,0,1,88000,,,,,,,,,
1,59,0,1,23000,,,,,,,,,
0,58,0,1,15000,,,,,,,,,
1,28,1,1,25000,,,,,,,,,
0,31,1,1,49000,,,,,,,,,
0,9,1,1,0,,,,,,,,,
1,5,1,1,0,,,,,,,,,
1,1,1,1,0,,,,,,,,,
1,26,1,1,18000,,,,,,,,,
0,25,5,1,20000,,,,,,,,,
0,76,0,1,0,,,,,,,,,
1,48,3,0,200,,,,,,,,,
1,33,0,1,132500,,,,,,,,,
0,35,2,1,35000,,,,,,,,,
1,1,5,1,0,,,,,,,,,
1,30,0,1,0,,,,,,,,,
1,44,0,1,55000,,,,,,,,,
0,45,0,1,120000,,,,,,,,,
0,3,0,1,0,,,,,,,,,
0,79,0,1,0,,,,,,,,,
1,71,0,1,0,,,,,,,,,
1,40,0,1,110000,,,,,,,,,
1,16,0,1,0,,,,,,,,,
0,13,0,1,0,,,,,,,,,
1,11,0,1,0,,,,,,,,,
0,7,0,1,0,,,,,,,,,
0,49,0,1,42002,,,,,,,,,
1,48,0,1,35000,,,,,,,,,
0,49,0,1,60000,,,,,,,,,
0,19,0,1,13000,,,,,,,,,
0,17,0,1,0,,,,,,,,,
1,61,0,0,61800,,,,,,,,,
0,66,0,0,300000,,,,,,,,,
0,40,0,1,86000,,,,,,,,,
1,34,0,1,15000,,,,,,,,,
0,6,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
0,35,0,1,69000,,,,,,,,,
1,35,0,1,22500,,,,,,,,,
0,7,0,1,0,,,,,,,,,
0,4,0,1,0,,,,,,,,,
1,40,0,0,50000,,,,,,,,,
0,40,0,0,60000,,,,,,,,,
1,12,0,0,0,,,,,,,,,
1,38,0,1,53549,,,,,,,,,
0,44,3,1,28997,,,,,,,,,
0,7,3,1,0,,,,,,,,,
1,2,3,1,0,,,,,,,,,
0,56,0,1,130000,,,,,,,,,
1,16,0,1,0,,,,,,,,,
0,14,0,1,0,,,,,,,,,
0,10,0,1,0,,,,,,,,,
1,8,0,1,0,,,,,,,,,
0,35,2,1,90000,,,,,,,,,
1,30,2,1,0,,,,,,,,,
1,1,2,1,0,,,,,,,,,
0,65,0,1,75000,,,,,,,,,
1,53,0,1,57000,,,,,,,,,
1,41,3,1,48000,,,,,,,,,
0,15,3,1,1000,,,,,,,,,
1,11,3,1,0,,,,,,,,,
0,69,0,1,0,,,,,,,,,
1,51,2,1,22000,,,,,,,,,
0,18,5,1,10000,,,,,,,,,
1,73,2,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
1,49,0,1,84000,,,,,,,,,
1,57,5,1,0,,,,,,,,,
1,43,0,1,118000,,,,,,,,,
0,44,0,1,65000,,,,,,,,,
0,18,0,1,5000,,,,,,,,,
1,14,0,1,0,,,,,,,,,
1,12,0,1,0,,,,,,,,,
0,66,0,1,0,,,,,,,,,
1,64,0,1,0,,,,,,,,,
0,75,0,1,0,,,,,,,,,
1,66,0,1,0,,,,,,,,,
0,37,0,1,0,,,,,,,,,
1,39,0,1,69000,,,,,,,,,
0,6,0,1,0,,,,,,,,,
1,4,0,1,0,,,,,,,,,
1,58,1,1,36400,,,,,,,,,
0,48,1,1,30000,,,,,,,,,
0,16,1,1,7500,,,,,,,,,
0,49,0,1,80000,,,,,,,,,
1,42,0,1,30000,,,,,,,,,
0,48,0,1,50000,,,,,,,,,
1,8,0,1,0,,,,,,,,,
0,12,0,1,0,,,,,,,,,
1,51,0,1,0,,,,,,,,,
1,69,0,1,0,,,,,,,,,
0,23,0,1,40857,,,,,,,,,
1,24,0,1,0,,,,,,,,,
1,3,0,1,0,,,,,,,,,
1,36,0,1,50000,,,,,,,,,
0,37,0,1,27000,,,,,,,,,
0,3,0,1,0,,,,,,,,,
0,54,2,0,0,,,,,,,,,
1,32,0,1,7000,,,,,,,,,
0,14,0,1,0,,,,,,,,,
1,13,0,1,0,,,,,,,,,
1,10,0,1,0,,,,,,,,,
0,6,0,1,0,,,,,,,,,
0,33,0,1,75000,,,,,,,,,
1,35,0,1,80000,,,,,,,,,
0,0,0,1,0,,,,,,,,,
0,39,0,1,167000,,,,,,,,,
1,39,0,1,52000,,,,,,,,,
0,12,0,1,0,,,,,,,,,
1,9,0,1,0,,,,,,,,,
0,85,0,0,12000,,,,,,,,,
0,41,0,0,110000,,,,,,,,,
1,35,0,0,35000,,,,,,,,,
0,14,0,0,0,,,,,,,,,
1,10,0,0,0,,,,,,,,,
1,8,0,0,0,,,,,,,,,
1,5,0,0,0,,,,,,,,,
1,4,0,0,0,,,,,,,,,
0,73,0,1,0,,,,,,,,,
1,69,0,1,0,,,,,,,,,
1,53,3,1,130000,,,,,,,,,
0,46,0,0,28000,,,,,,,,,
1,33,0,0,24000,,,,,,,,,
1,8,0,0,0,,,,,,,,,
1,12,0,0,0,,,,,,,,,
1,65,0,1,0,,,,,,,,,
0,65,0,1,122194,,,,,,,,,
0,57,0,0,0,,,,,,,,,
1,38,0,1,21600,,,,,,,,,
0,36,0,1,47000,,,,,,,,,
1,56,0,1,12000,,,,,,,,,
0,7,0,1,0,,,,,,,,,
1,5,0,1,0,,,,,,,,,
0,33,0,1,55000,,,,,,,,,
1,32,0,1,38000,,,,,,,,,
0,0,0,1,0,,,,,,,,,
0,40,0,1,63242,,,,,,,,,
1,39,0,1,128322,,,,,,,,,
0,57,3,0,35000,,,,,,,,,
1,46,3,0,6166,,,,,,,,,
0,37,2,0,41000,,,,,,,,,
1,43,0,0,0,,,,,,,,,
1,47,1,1,70000,,,,,,,,,
0,20,1,1,13920,,,,,,,,,
0,40,1,1,35000,,,,,,,,,
0,28,1,1,3000,,,,,,,,,
1,20,0,1,10000,,,,,,,,,
0,85,0,1,0,,,,,,,,,
0,56,0,1,85000,,,,,,,,,
1,56,0,1,0,,,,,,,,,
1,69,0,0,60000,,,,,,,,,
0,69,0,0,40000,,,,,,,,,
1,34,0,1,72000,,,,,,,,,
1,1,5,1,0,,,,,,,,,
0,34,0,0,80000,,,,,,,,,
1,34,0,0,60000,,,,,,,,,
1,5,0,0,0,,,,,,,,,
0,1,0,0,0,,,,,,,,,
1,31,0,1,32000,,,,,,,,,
0,12,4,1,0,,,,,,,,,
0,8,0,1,0,,,,,,,,,
1,6,3,1,0,,,,,,,,,
0,42,0,1,65000,,,,,,,,,
1,38,0,1,60000,,,,,,,,,
0,5,3,1,0,,,,,,,,,
1,66,0,1,7000,,,,,,,,,
0,63,1,1,12000,,,,,,,,,
0,40,0,1,50000,,,,,,,,,
0,32,3,1,50000,,,,,,,,,
0,4,0,1,0,,,,,,,,,
1,32,0,1,7000,,,,,,,,,
0,11,3,1,0,,,,,,,,,
1,0,3,1,0,,,,,,,,,
0,44,0,1,160000,,,,,,,,,
1,43,0,1,9000,,,,,,,,,
1,13,0,1,0,,,,,,,,,
0,12,0,1,0,,,,,,,,,
0,28,3,1,6000,,,,,,,,,
0,33,3,1,60000,,,,,,,,,
0,4,3,1,0,,,,,,,,,
1,2,3,1,0,,,,,,,,,
0,14,3,1,0,,,,,,,,,
1,30,3,1,11320,,,,,,,,,
1,62,2,1,78000,,,,,,,,,
0,63,2,1,11000,,,,,,,,,
0,25,0,1,50000,,,,,,,,,
1,23,0,1,45000,,,,,,,,,
1,6,0,1,0,,,,,,,,,
1,3,0,1,0,,,,,,,,,
1,53,0,1,74000,,,,,,,,,
1,18,3,1,9000,,,,,,,,,
0,63,0,1,43500,,,,,,,,,
1,50,0,1,53000,,,,,,,,,
1,20,0,1,20000,,,,,,,,,
0,17,0,1,4590,,,,,,,,,
1,72,0,1,16500,,,,,,,,,
0,56,0,1,48000,,,,,,,,,
1,50,0,0,4000,,,,,,,,,
0,47,0,0,60000,,,,,,,,,
1,16,0,0,6000,,,,,,,,,
1,16,0,0,6000,,,,,,,,,
0,32,2,1,0,,,,,,,,,
0,22,2,1,0,,,,,,,,,
0,67,0,1,0,,,,,,,,,
1,67,0,1,35000,,,,,,,,,
1,43,0,1,35000,,,,,,,,,
1,78,0,1,0,,,,,,,,,
0,79,0,1,0,,,,,,,,,
1,31,0,1,82000,,,,,,,,,
0,33,0,1,50000,,,,,,,,,
0,5,0,1,0,,,,,,,,,
0,37,0,1,37001,,,,,,,,,
1,35,0,1,37000,,,,,,,,,
1,9,0,1,0,,,,,,,,,
1,7,0,1,0,,,,,,,,,
1,57,0,1,48000,,,,,,,,,
0,69,0,1,80000,,,,,,,,,
0,53,0,0,95002,,,,,,,,,
1,52,0,0,10000,,,,,,,,,
1,17,0,0,3000,,,,,,,,,
1,28,0,1,60000,,,,,,,,,
1,8,3,1,0,,,,,,,,,
0,26,0,1,0,,,,,,,,,
0,54,2,1,0,,,,,,,,,
1,52,2,1,60000,,,,,,,,,
0,28,2,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,42,0,1,116000,,,,,,,,,
1,42,0,1,98000,,,,,,,,,
1,15,0,1,0,,,,,,,,,
0,12,0,1,0,,,,,,,,,
0,58,3,1,20000,,,,,,,,,
0,36,3,1,219058,,,,,,,,,
0,32,3,1,46000,,,,,,,,,
0,52,3,1,0,,,,,,,,,
1,58,3,1,0,,,,,,,,,
1,17,3,1,0,,,,,,,,,
1,14,3,1,0,,,,,,,,,
0,20,3,1,0,,,,,,,,,
0,24,2,1,0,,,,,,,,,
1,41,3,1,40000,,,,,,,,,
0,45,3,1,55002,,,,,,,,,
0,48,3,1,68362,,,,,,,,,
1,15,3,1,0,,,,,,,,,
1,7,3,1,0,,,,,,,,,
0,43,0,0,10000,,,,,,,,,
0,68,0,1,42000,,,,,,,,,
1,35,0,1,24000,,,,,,,,,
1,12,0,1,0,,,,,,,,,
0,43,0,1,100000,,,,,,,,,
1,38,0,1,40000,,,,,,,,,
0,19,0,1,12000,,,,,,,,,
0,16,0,1,11000,,,,,,,,,
0,35,0,1,115000,,,,,,,,,
1,32,0,1,50000,,,,,,,,,
0,8,0,1,0,,,,,,,,,
1,6,0,1,0,,,,,,,,,
1,57,0,0,8000,,,,,,,,,
1,46,0,1,120000,,,,,,,,,
0,66,0,1,150000,,,,,,,,,
0,18,0,1,0,,,,,,,,,
1,16,0,1,0,,,,,,,,,
1,66,1,1,0,,,,,,,,,
0,65,1,1,0,,,,,,,,,
1,54,0,1,90000,,,,,,,,,
0,50,0,1,90000,,,,,,,,,
0,17,0,1,3600,,,,,,,,,
0,21,0,1,5060,,,,,,,,,
0,20,0,1,8340,,,,,,,,,
1,37,1,1,20000,,,,,,,,,
0,51,1,1,38000,,,,,,,,,
0,12,1,1,0,,,,,,,,,
1,11,1,1,0,,,,,,,,,
0,7,1,1,0,,,,,,,,,
1,6,1,1,0,,,,,,,,,
1,68,0,1,0,,,,,,,,,
0,71,0,1,0,,,,,,,,,
0,28,0,1,32000,,,,,,,,,
1,44,0,1,52600,,,,,,,,,
0,39,0,1,47500,,,,,,,,,
0,11,0,1,0,,,,,,,,,
0,80,0,1,0,,,,,,,,,
1,50,0,1,34000,,,,,,,,,
0,16,0,1,0,,,,,,,,,
0,80,0,1,26000,,,,,,,,,
1,77,0,1,0,,,,,,,,,
0,64,0,1,76000,,,,,,,,,
1,64,0,1,47000,,,,,,,,,
0,31,0,1,0,,,,,,,,,
0,60,0,1,80002,,,,,,,,,
1,53,0,1,0,,,,,,,,,
0,15,0,1,0,,,,,,,,,
1,50,1,1,35000,,,,,,,,,
0,21,1,1,8000,,,,,,,,,
0,54,0,0,46929,,,,,,,,,
1,27,0,0,20000,,,,,,,,,
0,30,0,0,0,,,,,,,,,
1,36,0,1,112000,,,,,,,,,
0,36,0,1,97000,,,,,,,,,
0,12,2,1,0,,,,,,,,,
0,11,2,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
1,69,0,0,7000,,,,,,,,,
0,74,0,0,10000,,,,,,,,,
0,48,0,1,36000,,,,,,,,,
1,48,0,1,27500,,,,,,,,,
0,49,0,0,34000,,,,,,,,,
1,46,0,0,24960,,,,,,,,,
0,9,0,0,0,,,,,,,,,
1,42,0,1,0,,,,,,,,,
0,41,0,1,225000,,,,,,,,,
0,8,0,1,0,,,,,,,,,
1,10,0,1,0,,,,,,,,,
1,51,0,0,0,,,,,,,,,
0,55,0,0,45000,,,,,,,,,
1,42,0,0,43000,,,,,,,,,
0,57,1,1,0,,,,,,,,,
1,30,1,1,0,,,,,,,,,
0,1,1,1,0,,,,,,,,,
1,78,0,0,3000,,,,,,,,,
1,49,0,1,0,,,,,,,,,
0,51,0,1,24000,,,,,,,,,
1,20,0,1,3500,,,,,,,,,
1,13,0,1,0,,,,,,,,,
0,50,0,0,0,,,,,,,,,
1,45,0,0,50000,,,,,,,,,
1,85,0,1,0,,,,,,,,,
1,48,0,1,87000,,,,,,,,,
0,66,0,1,49000,,,,,,,,,
1,57,0,1,124500,,,,,,,,,
0,49,0,1,60000,,,,,,,,,
1,52,0,1,22000,,,,,,,,,
0,35,0,1,70000,,,,,,,,,
1,39,0,1,6500,,,,,,,,,
0,16,5,1,210,,,,,,,,,
1,13,5,1,0,,,,,,,,,
0,11,5,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,41,1,1,35000,,,,,,,,,
1,35,1,1,43000,,,,,,,,,
1,18,1,1,450,,,,,,,,,
1,13,1,1,0,,,,,,,,,
1,5,1,1,0,,,,,,,,,
1,16,1,1,0,,,,,,,,,
0,33,2,1,0,,,,,,,,,
1,48,0,1,25000,,,,,,,,,
0,51,0,1,110000,,,,,,,,,
1,12,0,1,0,,,,,,,,,
0,9,0,1,0,,,,,,,,,
1,36,0,1,25000,,,,,,,,,
0,37,0,1,24000,,,,,,,,,
1,9,0,1,0,,,,,,,,,
0,6,0,1,0,,,,,,,,,
0,4,0,1,0,,,,,,,,,
1,2,0,1,0,,,,,,,,,
1,33,0,0,19000,,,,,,,,,
0,11,0,0,0,,,,,,,,,
1,42,0,0,19002,,,,,,,,,
0,42,0,0,40000,,,,,,,,,
0,2,0,0,0,,,,,,,,,
0,68,0,1,0,,,,,,,,,
1,58,0,1,0,,,,,,,,,
1,60,0,1,70803,,,,,,,,,
0,27,0,1,15047,,,,,,,,,
1,68,0,1,9000,,,,,,,,,
0,85,0,1,0,,,,,,,,,
0,45,1,1,20005,,,,,,,,,
1,34,1,1,19916,,,,,,,,,
0,11,1,1,0,,,,,,,,,
0,10,1,1,0,,,,,,,,,
0,7,1,1,0,,,,,,,,,
0,3,1,1,0,,,,,,,,,
1,70,0,1,0,,,,,,,,,
0,38,0,1,70000,,,,,,,,,
1,32,2,1,0,,,,,,,,,
0,8,5,1,0,,,,,,,,,
1,8,5,1,0,,,,,,,,,
0,2,5,1,0,,,,,,,,,
1,0,2,1,0,,,,,,,,,
0,30,3,0,62000,,,,,,,,,
0,65,0,1,60830,,,,,,,,,
1,61,0,1,115000,,,,,,,,,
0,63,0,1,35000,,,,,,,,,
1,57,0,1,45000,,,,,,,,,
1,27,0,1,40000,,,,,,,,,
0,26,0,1,8000,,,,,,,,,
0,80,0,1,0,,,,,,,,,
1,78,0,1,0,,,,,,,,,
1,40,0,1,75000,,,,,,,,,
0,41,0,1,100000,,,,,,,,,
0,21,0,1,32002,,,,,,,,,
1,12,0,1,0,,,,,,,,,
1,37,0,1,52000,,,,,,,,,
0,40,0,1,45000,,,,,,,,,
1,5,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
1,41,0,1,75000,,,,,,,,,
0,14,0,1,0,,,,,,,,,
0,13,0,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
1,51,0,1,0,,,,,,,,,
1,8,0,1,0,,,,,,,,,
0,34,0,1,57000,,,,,,,,,
1,34,0,1,118000,,,,,,,,,
0,2,0,1,0,,,,,,,,,
1,62,0,1,63000,,,,,,,,,
0,63,0,1,0,,,,,,,,,
0,37,0,1,0,,,,,,,,,
0,15,0,1,0,,,,,,,,,
0,45,2,1,60000,,,,,,,,,
1,45,2,1,150000,,,,,,,,,
1,69,2,1,0,,,,,,,,,
1,9,2,1,0,,,,,,,,,
1,7,2,1,0,,,,,,,,,
0,58,4,0,0,,,,,,,,,
1,78,4,0,300,,,,,,,,,
0,57,1,1,150000,,,,,,,,,
1,54,0,1,120000,,,,,,,,,
1,31,0,0,27000,,,,,,,,,
0,33,0,0,132000,,,,,,,,,
1,10,0,0,0,,,,,,,,,
1,2,0,0,0,,,,,,,,,
0,74,3,1,0,,,,,,,,,
1,80,3,1,0,,,,,,,,,
0,47,0,1,110000,,,,,,,,,
1,17,0,1,3700,,,,,,,,,
0,68,0,1,0,,,,,,,,,
1,68,0,1,0,,,,,,,,,
0,37,0,0,115000,,,,,,,,,
1,37,0,0,12000,,,,,,,,,
0,11,0,0,0,,,,,,,,,
1,6,0,0,0,,,,,,,,,
1,4,0,0,0,,,,,,,,,
0,46,5,0,65000,,,,,,,,,
1,45,0,0,24000,,,,,,,,,
0,69,3,1,0,,,,,,,,,
1,80,0,0,0,,,,,,,,,
1,53,0,1,61000,,,,,,,,,
0,53,2,1,64000,,,,,,,,,
0,85,2,1,0,,,,,,,,,
1,80,2,1,0,,,,,,,,,
1,60,0,1,54000,,,,,,,,,
0,60,0,1,22001,,,,,,,,,
1,16,0,1,0,,,,,,,,,
0,13,0,1,0,,,,,,,,,
0,13,0,1,0,,,,,,,,,
0,68,0,1,52000,,,,,,,,,
1,42,1,1,20000,,,,,,,,,
1,22,1,1,0,,,,,,,,,
1,20,1,1,8000,,,,,,,,,
1,52,1,0,34000,,,,,,,,,
1,22,1,0,15000,,,,,,,,,
0,17,1,0,0,,,,,,,,,
1,50,0,0,20000,,,,,,,,,
1,31,1,1,11000,,,,,,,,,
0,33,1,1,50000,,,,,,,,,
0,2,1,1,0,,,,,,,,,
1,1,1,1,0,,,,,,,,,
1,33,0,1,15000,,,,,,,,,
0,9,0,1,0,,,,,,,,,
1,23,0,1,36000,,,,,,,,,
0,24,0,1,0,,,,,,,,,
0,48,0,1,140000,,,,,,,,,
1,58,3,1,40000,,,,,,,,,
0,57,0,1,0,,,,,,,,,
1,61,0,1,0,,,,,,,,,
0,31,0,0,36000,,,,,,,,,
1,23,0,0,0,,,,,,,,,
1,2,0,0,0,,,,,,,,,
0,10,0,0,0,,,,,,,,,
0,34,0,0,13800,,,,,,,,,
1,32,0,0,30000,,,,,,,,,
0,57,0,0,75000,,,,,,,,,
1,55,0,1,29000,,,,,,,,,
0,55,0,1,124001,,,,,,,,,
1,49,0,1,5001,,,,,,,,,
0,49,0,1,75000,,,,,,,,,
0,20,0,1,130000,,,,,,,,,
0,17,0,1,99,,,,,,,,,
0,17,0,1,800,,,,,,,,,
0,71,0,1,11277,,,,,,,,,
1,71,0,1,3366,,,,,,,,,
0,76,0,1,0,,,,,,,,,
1,66,0,1,10000,,,,,,,,,
0,67,0,1,19000,,,,,,,,,
0,37,0,1,25000,,,,,,,,,
1,34,0,1,32000,,,,,,,,,
0,10,0,1,0,,,,,,,,,
1,8,0,1,0,,,,,,,,,
1,69,0,1,0,,,,,,,,,
0,70,0,1,0,,,,,,,,,
0,45,0,1,20000,,,,,,,,,
0,44,0,0,58200,,,,,,,,,
1,44,0,0,36000,,,,,,,,,
1,13,0,0,0,,,,,,,,,
0,10,0,0,0,,,,,,,,,
1,80,0,0,0,,,,,,,,,
0,24,0,1,5000,,,,,,,,,
0,24,0,1,7040,,,,,,,,,
0,23,0,1,59000,,,,,,,,,
0,24,0,1,1200,,,,,,,,,
0,24,0,1,0,,,,,,,,,
0,58,0,0,55000,,,,,,,,,
1,34,3,1,26000,,,,,,,,,
1,85,3,1,0,,,,,,,,,
0,14,3,1,0,,,,,,,,,
0,1,3,1,0,,,,,,,,,
0,80,0,1,0,,,,,,,,,
0,39,0,1,66000,,,,,,,,,
1,39,0,1,60000,,,,,,,,,
1,7,0,1,0,,,,,,,,,
0,5,0,1,0,,,,,,,,,
1,55,0,1,85000,,,,,,,,,
0,55,0,1,24000,,,,,,,,,
0,46,0,1,0,,,,,,,,,
0,46,0,1,0,,,,,,,,,
1,27,0,1,30000,,,,,,,,,
0,33,0,0,30000,,,,,,,,,
0,53,0,1,81600,,,,,,,,,
1,50,0,1,13574,,,,,,,,,
1,15,0,1,0,,,,,,,,,
0,17,0,1,250,,,,,,,,,
0,42,0,1,0,,,,,,,,,
0,54,0,1,145000,,,,,,,,,
1,49,0,1,40000,,,,,,,,,
0,42,0,0,55000,,,,,,,,,
1,42,0,0,12800,,,,,,,,,
0,3,0,0,0,,,,,,,,,
0,4,0,0,0,,,,,,,,,
0,5,0,0,0,,,,,,,,,
0,36,0,1,80000,,,,,,,,,
1,35,0,1,55000,,,,,,,,,
0,7,0,1,0,,,,,,,,,
1,5,0,1,0,,,,,,,,,
1,3,0,1,0,,,,,,,,,
1,29,0,1,27000,,,,,,,,,
0,7,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
1,0,0,1,0,,,,,,,,,
0,46,0,1,28400,,,,,,,,,
1,30,0,1,87000,,,,,,,,,
0,18,0,1,0,,,,,,,,,
0,66,0,0,10000,,,,,,,,,
0,65,0,1,170000,,,,,,,,,
1,55,3,1,40000,,,,,,,,,
0,64,0,1,26400,,,,,,,,,
0,51,0,1,125000,,,,,,,,,
1,48,0,1,5000,,,,,,,,,
0,28,0,1,106000,,,,,,,,,
1,24,0,1,30000,,,,,,,,,
0,64,0,1,0,,,,,,,,,
1,80,0,0,0,,,,,,,,,
0,80,0,0,0,,,,,,,,,
0,48,0,1,115000,,,,,,,,,
1,44,0,1,120000,,,,,,,,,
1,5,0,1,0,,,,,,,,,
1,1,0,1,0,,,,,,,,,
1,30,0,1,54000,,,,,,,,,
0,32,0,1,39000,,,,,,,,,
1,36,0,1,75000,,,,,,,,,
0,38,0,1,110000,,,,,,,,,
0,14,0,1,0,,,,,,,,,
0,12,0,1,0,,,,,,,,,
1,9,0,1,0,,,,,,,,,
0,3,0,1,0,,,,,,,,,
1,2,0,1,0,,,,,,,,,
1,39,0,1,250000,,,,,,,,,
0,44,0,1,150000,,,,,,,,,
0,11,0,1,0,,,,,,,,,
0,9,0,1,0,,,,,,,,,
0,7,0,1,0,,,,,,,,,
0,30,0,1,53000,,,,,,,,,
1,28,0,1,35022,,,,,,,,,
0,7,0,1,0,,,,,,,,,
1,54,0,1,84480,,,,,,,,,
1,18,3,1,10000,,,,,,,,,
1,71,1,1,0,,,,,,,,,
0,76,1,1,0,,,,,,,,,
0,34,0,0,50000,,,,,,,,,
1,31,0,0,900,,,,,,,,,
0,3,0,0,0,,,,,,,,,
0,42,0,1,40000,,,,,,,,,
1,40,0,1,10000,,,,,,,,,
0,19,0,1,15000,,,,,,,,,
1,16,0,1,0,,,,,,,,,
0,11,0,1,0,,,,,,,,,
0,9,0,1,0,,,,,,,,,
1,5,0,1,0,,,,,,,,,
0,0,0,1,0,,,,,,,,,
1,52,0,1,100000,,,,,,,,,
0,50,0,1,87000,,,,,,,,,
0,18,0,1,600,,,,,,,,,
0,16,0,1,300,,,,,,,,,
1,20,0,1,950,,,,,,,,,
1,43,0,1,20000,,,,,,,,,
1,15,0,1,0,,,,,,,,,
0,13,0,1,0,,,,,,,,,
0,11,0,1,0,,,,,,,,,
0,9,0,1,0,,,,,,,,,
1,85,0,0,0,,,,,,,,,
0,68,0,1,0,,,,,,,,,
1,57,0,1,30002,,,,,,,,,
1,22,0,1,4000,,,,,,,,,
0,22,0,1,12000,,,,,,,,,
0,75,0,0,0,,,,,,,,,
1,31,0,1,5000,,,,,,,,,
0,44,0,1,100000,,,,,,,,,
1,5,0,1,0,,,,,,,,,
1,1,0,1,0,,,,,,,,,
1,61,0,1,11000,,,,,,,,,
1,64,0,0,0,,,,,,,,,
1,42,0,1,15000,,,,,,,,,
0,49,0,1,150000,,,,,,,,,
0,22,0,1,3000,,,,,,,,,
0,23,0,1,3000,,,,,,,,,
0,21,0,1,0,,,,,,,,,
0,62,0,1,64000,,,,,,,,,
1,58,0,1,47000,,,,,,,,,
0,37,0,1,56000,,,,,,,,,
1,61,1,1,20000,,,,,,,,,
0,65,1,1,0,,,,,,,,,
0,26,1,1,0,,,,,,,,,
1,42,0,0,35000,,,,,,,,,
0,20,0,0,0,,,,,,,,,
